trend_id,trend_keyword,platform_source,search_volume_score,trend_category
T000485,trending kitchen hacks guide,Instagram,331295,Beauty
T000486,sustainable camping gear review,Instagram,468149,Sports & Outdoors
T000487,minimalist room decor check,Instagram,489837,Home Decor
T000488,goth room decor check,YouTube,451596,Kitchen
T000489,budget skincare routine essentials,Instagram,433491,Travel
T000490,Y2K travel hacks essentials,TikTok,242305,Home Decor
T000491,budget travel hacks tour,Instagram,496310,Kitchen
T000492,smart gym gear hacks,TikTok,124327,Electronics
T000493,Y2K desk setup unboxing,TikTok,377577,Office Supplies
T000494,goth camping gear review,TikTok,452840,Home Decor
T000495,Y2K gift ideas review,TikTok,380478,Home Decor
T000496,Y2K room decor guide,Pinterest,343786,Travel
T000497,trending gaming setup unboxing,TikTok,201194,Electronics
T000498,must-have desk setup guide,YouTube,106116,Sports & Outdoors
T000499,budget desk setup tour,Pinterest,274429,Beauty
T000500,viral desk setup hacks,Instagram,383477,Beauty
T000501,goth streetwear review,Instagram,486944,Beauty
T000502,must-have gaming setup unboxing,TikTok,440486,Office Supplies
T000503,minimalist desk setup guide,Instagram,42547,Kitchen
T000504,luxury room decor hacks,TikTok,310199,Fashion
T000505,smart streetwear review,TikTok,76436,Office Supplies
T000506,budget tech gadgets hacks,Instagram,289927,Sports & Outdoors
T000507,retro skincare routine unboxing,TikTok,408683,Electronics
T000508,budget camping gear essentials,Instagram,153325,Beauty
T000509,cozy travel hacks review,Instagram,149856,Home Decor
T000510,Y2K skincare routine check,TikTok,269132,Travel
T000511,budget kitchen hacks tour,Instagram,156685,Home Decor
T000512,must-have gift ideas guide,TikTok,302717,Home Decor
T000513,smart streetwear finds,TikTok,192860,Office Supplies
T000514,viral gift ideas essentials,Instagram,395771,Home Decor
T000515,aesthetic kitchen hacks check,Instagram,275951,Office Supplies
T000516,must-have desk setup tour,TikTok,305410,Office Supplies
T000517,top rated kitchen hacks check,TikTok,441983,Kitchen
T000518,aesthetic office essentials essentials,TikTok,26178,Office Supplies
T000519,trending camping gear tour,YouTube,95803,Travel
T000520,goth office essentials tour,Instagram,169041,Kitchen
T000521,must-have tech gadgets tour,Instagram,353969,Electronics
T000522,Y2K streetwear hacks,TikTok,208860,Office Supplies
T000523,sustainable office essentials check,YouTube,25403,Travel
T000524,sustainable tech gadgets check,TikTok,219826,Office Supplies
T000525,smart gym gear hacks,TikTok,288296,Kitchen
T000526,goth desk setup review,TikTok,229849,Beauty
T000527,goth camping gear finds,TikTok,368832,Home Decor
T000528,retro desk setup review,TikTok,192338,Sports & Outdoors
T000529,viral room decor essentials,YouTube,135219,Kitchen
T000530,goth tech gadgets hacks,Instagram,396657,Office Supplies
T000531,trending camping gear check,TikTok,325668,Sports & Outdoors
T000532,luxury desk setup essentials,TikTok,462392,Electronics
T000533,retro skincare routine finds,Pinterest,169389,Office Supplies
T000534,retro tech gadgets review,Pinterest,422261,Electronics
T000535,viral camping gear check,TikTok,464057,Sports & Outdoors
T000536,luxury gift ideas finds,TikTok,48586,Fashion
T000537,aesthetic skincare routine finds,TikTok,174145,Travel
T000538,must-have office essentials review,TikTok,342574,Kitchen
T000539,trending streetwear essentials,Instagram,425425,Travel
T000540,cozy travel hacks guide,Instagram,393955,Office Supplies
T000541,cozy travel hacks essentials,Pinterest,360563,Fashion
T000542,cozy kitchen hacks check,Instagram,373039,Office Supplies
T000543,top rated camping gear finds,Instagram,269940,Office Supplies
T000544,luxury streetwear check,Pinterest,28479,Kitchen
T000545,goth travel hacks check,Instagram,171935,Beauty
T000546,aesthetic kitchen hacks hacks,Instagram,335750,Beauty
T000547,Y2K streetwear hacks,Pinterest,179371,Home Decor
T000548,retro gaming setup check,TikTok,471285,Sports & Outdoors
T000549,aesthetic office essentials guide,TikTok,145630,Office Supplies
T000550,Y2K skincare routine finds,TikTok,241231,Fashion
T000551,Y2K streetwear essentials,YouTube,394599,Travel
T000552,smart kitchen hacks check,Instagram,219434,Electronics
T000553,top rated desk setup hacks,Instagram,498572,Home Decor
T000554,aesthetic office essentials tour,TikTok,485288,Beauty
T000555,must-have gaming setup check,TikTok,135878,Fashion
T000556,top rated desk setup review,Instagram,348740,Office Supplies
T000557,sustainable room decor unboxing,TikTok,126195,Office Supplies
T000558,top rated desk setup review,Pinterest,306348,Fashion
T000559,must-have room decor guide,Instagram,27622,Beauty
T000560,cozy streetwear check,Instagram,108788,Beauty
T000561,retro tech gadgets tour,Instagram,277870,Home Decor
T000562,trending gaming setup hacks,TikTok,365217,Travel
T000563,viral gift ideas hacks,Instagram,411166,Sports & Outdoors
T000564,retro camping gear check,TikTok,140861,Beauty
T000565,must-have gaming setup finds,YouTube,243281,Sports & Outdoors
T000566,trending skincare routine review,Instagram,65689,Office Supplies
T000567,luxury travel hacks tour,TikTok,91743,Travel
T000568,minimalist streetwear essentials,TikTok,340978,Fashion
T000569,aesthetic skincare routine hacks,TikTok,89584,Travel
T000570,goth gift ideas unboxing,TikTok,396639,Kitchen
T000571,luxury office essentials guide,Instagram,320242,Fashion
T000572,must-have office essentials finds,YouTube,202771,Office Supplies
T000573,budget gaming setup review,YouTube,40290,Office Supplies
T000574,budget gym gear check,TikTok,342190,Sports & Outdoors
T000575,viral gym gear essentials,YouTube,1159,Home Decor
T000576,smart streetwear finds,TikTok,113404,Office Supplies
T000577,Y2K camping gear check,TikTok,244654,Kitchen
T000578,top rated office essentials essentials,TikTok,336708,Electronics
T000579,retro camping gear finds,Instagram,244287,Sports & Outdoors
T000580,retro desk setup essentials,Instagram,429201,Office Supplies
T000581,viral streetwear essentials,TikTok,294143,Beauty
T000582,goth camping gear essentials,Pinterest,191183,Fashion
T000583,cozy streetwear review,Instagram,294752,Travel
T000584,retro kitchen hacks check,YouTube,463490,Home Decor
T000585,aesthetic travel hacks tour,Pinterest,382484,Fashion
T000586,trending gym gear unboxing,TikTok,452973,Electronics
T000587,retro gaming setup unboxing,TikTok,163310,Home Decor
T000588,smart room decor unboxing,TikTok,17090,Travel
T000589,sustainable office essentials unboxing,YouTube,333937,Kitchen
T000590,viral room decor tour,Instagram,25168,Fashion
T000591,goth office essentials guide,Instagram,94049,Sports & Outdoors
T000592,cozy kitchen hacks unboxing,Instagram,305258,Kitchen
T000593,goth office essentials guide,YouTube,325501,Fashion
T000594,top rated skincare routine check,Instagram,230834,Office Supplies
T000595,budget streetwear guide,TikTok,159750,Fashion
T000596,aesthetic kitchen hacks finds,TikTok,114193,Fashion
T000597,budget skincare routine tour,TikTok,40469,Beauty
T000598,viral desk setup unboxing,YouTube,9195,Beauty
T000599,top rated gym gear finds,Instagram,92457,Travel
T000600,budget gaming setup hacks,Instagram,228924,Fashion
T000601,smart skincare routine finds,TikTok,488214,Travel
T000602,minimalist camping gear guide,Pinterest,404635,Sports & Outdoors
T000603,Y2K gym gear finds,TikTok,197259,Electronics
T000604,must-have desk setup tour,YouTube,83647,Home Decor
T000605,Y2K kitchen hacks tour,TikTok,271978,Travel
T000606,retro gift ideas hacks,TikTok,88222,Sports & Outdoors
T000607,must-have gift ideas tour,TikTok,432149,Sports & Outdoors
T000608,retro tech gadgets check,Instagram,455878,Travel
T000609,aesthetic camping gear review,TikTok,35889,Sports & Outdoors
T000610,cozy desk setup check,TikTok,279985,Home Decor
T000611,viral desk setup review,Pinterest,128114,Beauty
T000612,smart tech gadgets finds,Pinterest,463284,Electronics
T000613,viral travel hacks essentials,Instagram,45269,Fashion
T000614,budget tech gadgets finds,TikTok,468002,Fashion
T000615,must-have gaming setup check,YouTube,168742,Electronics
T000616,smart room decor hacks,TikTok,269130,Travel
T000617,Y2K skincare routine hacks,Instagram,287746,Kitchen
T000618,luxury desk setup review,Instagram,353505,Sports & Outdoors
T000619,sustainable room decor check,Instagram,491430,Kitchen
T000620,viral skincare routine tour,TikTok,15786,Office Supplies
T000621,goth travel hacks essentials,Instagram,144830,Travel
T000622,minimalist office essentials essentials,TikTok,369340,Home Decor
T000623,sustainable gaming setup hacks,Instagram,245766,Sports & Outdoors
T000624,trending streetwear check,TikTok,272852,Fashion
T000625,goth gym gear check,TikTok,103996,Home Decor
T000626,trending tech gadgets unboxing,TikTok,247011,Travel
T000627,smart desk setup tour,TikTok,460883,Sports & Outdoors
T000628,cozy camping gear tour,Instagram,33502,Home Decor
T000629,retro kitchen hacks guide,Instagram,151343,Sports & Outdoors
T000630,minimalist office essentials hacks,TikTok,244995,Electronics
T000631,Y2K gym gear tour,Pinterest,166909,Home Decor
T000632,Y2K camping gear guide,TikTok,318273,Office Supplies
T000633,Y2K gym gear hacks,YouTube,288854,Office Supplies
T000634,smart kitchen hacks check,Pinterest,384981,Office Supplies
T000635,must-have gaming setup review,YouTube,283311,Electronics
T000636,goth desk setup hacks,Pinterest,405446,Home Decor
T000637,must-have kitchen hacks unboxing,YouTube,256874,Kitchen
T000638,budget skincare routine hacks,YouTube,161694,Sports & Outdoors
T000639,smart streetwear unboxing,TikTok,347833,Travel
T000640,sustainable room decor check,Instagram,61363,Fashion
T000641,trending room decor finds,Pinterest,99425,Home Decor
T000642,luxury office essentials tour,Instagram,462414,Home Decor
T000643,luxury room decor guide,Pinterest,93574,Fashion
T000644,must-have room decor finds,TikTok,8741,Fashion
T000645,viral gift ideas finds,Instagram,94671,Fashion
T000646,sustainable office essentials review,YouTube,371658,Fashion
T000647,budget gaming setup unboxing,TikTok,141716,Travel
T000648,Y2K skincare routine finds,YouTube,125015,Beauty
T000649,retro streetwear tour,Instagram,128315,Electronics
T000650,goth tech gadgets check,Pinterest,472825,Office Supplies
T000651,must-have camping gear tour,TikTok,354308,Travel
T000652,aesthetic gaming setup tour,Instagram,314425,Sports & Outdoors
T000653,Y2K gym gear finds,Instagram,110156,Fashion
T000654,cozy gift ideas check,TikTok,338097,Beauty
T000655,viral gym gear review,Pinterest,361516,Fashion
T000656,minimalist room decor review,TikTok,60425,Sports & Outdoors
T000657,aesthetic room decor finds,TikTok,365903,Beauty
T000658,must-have gaming setup unboxing,Pinterest,491464,Sports & Outdoors
T000659,Y2K camping gear review,Pinterest,63674,Office Supplies
T000660,retro room decor guide,YouTube,214550,Electronics
T000661,must-have desk setup check,TikTok,55989,Home Decor
T000662,smart gaming setup check,Instagram,468647,Fashion
T000663,retro travel hacks tour,Instagram,80193,Fashion
T000664,retro gaming setup unboxing,Pinterest,174606,Electronics
T000665,luxury skincare routine check,TikTok,314685,Office Supplies
T000666,sustainable travel hacks hacks,Instagram,436715,Beauty
T000667,sustainable travel hacks essentials,TikTok,42953,Kitchen
T000668,budget office essentials guide,TikTok,299671,Office Supplies
T000669,cozy gym gear review,YouTube,471335,Kitchen
T000670,luxury skincare routine essentials,Instagram,150753,Office Supplies
T000671,goth skincare routine hacks,TikTok,221483,Beauty
T000672,luxury office essentials check,TikTok,239136,Beauty
T000673,must-have gaming setup check,YouTube,293734,Beauty
T000674,aesthetic gym gear tour,TikTok,85993,Kitchen
T000675,budget gym gear hacks,Instagram,356798,Travel
T000676,viral camping gear hacks,TikTok,110267,Office Supplies
T000677,trending streetwear tour,TikTok,237058,Sports & Outdoors
T000678,trending room decor essentials,Instagram,223434,Office Supplies
T000679,viral gym gear review,Instagram,332112,Electronics
T000680,budget kitchen hacks guide,Instagram,182394,Office Supplies
T000681,retro gym gear essentials,Instagram,256380,Beauty
T000682,Y2K streetwear check,YouTube,60720,Home Decor
T000683,budget gift ideas guide,TikTok,353906,Kitchen
T000684,minimalist tech gadgets review,TikTok,167729,Electronics
T000685,budget tech gadgets unboxing,Instagram,330512,Sports & Outdoors
T000686,aesthetic kitchen hacks essentials,Pinterest,413858,Home Decor
T000687,budget gym gear finds,YouTube,109805,Office Supplies
T000688,trending gym gear guide,TikTok,373454,Beauty
T000689,minimalist travel hacks finds,Instagram,191327,Home Decor
T000690,aesthetic gaming setup essentials,TikTok,247292,Travel
T000691,budget office essentials essentials,TikTok,138869,Kitchen
T000692,must-have gym gear hacks,TikTok,440850,Fashion
T000693,cozy room decor finds,TikTok,360729,Travel
T000694,aesthetic gym gear guide,Instagram,81870,Office Supplies
T000695,cozy skincare routine hacks,Instagram,290068,Travel
T000696,retro tech gadgets hacks,Instagram,53335,Home Decor
T000697,budget travel hacks check,Pinterest,390707,Travel
T000698,top rated streetwear review,YouTube,373577,Fashion
T000699,must-have office essentials tour,Pinterest,93966,Sports & Outdoors
T000700,sustainable travel hacks essentials,Instagram,326298,Sports & Outdoors
T000701,trending kitchen hacks hacks,TikTok,264357,Kitchen
T000702,luxury travel hacks essentials,TikTok,480113,Travel
T000703,aesthetic gaming setup essentials,Instagram,65713,Electronics
T000704,sustainable skincare routine tour,YouTube,214925,Office Supplies
T000705,aesthetic skincare routine unboxing,TikTok,227812,Home Decor
T000706,goth room decor unboxing,Pinterest,309312,Beauty
T000707,trending desk setup essentials,Instagram,109147,Travel
T000708,luxury room decor hacks,TikTok,244979,Office Supplies
T000709,aesthetic desk setup check,Pinterest,26280,Kitchen
T000710,Y2K kitchen hacks check,TikTok,69313,Fashion
T000711,viral skincare routine guide,Instagram,268939,Travel
T000712,viral office essentials guide,Instagram,300532,Kitchen
T000713,goth camping gear finds,Pinterest,128762,Travel
T000714,Y2K kitchen hacks unboxing,Instagram,42572,Electronics
T000715,budget office essentials review,Pinterest,378590,Fashion
T000716,minimalist kitchen hacks review,Instagram,292639,Fashion
T000717,retro camping gear tour,YouTube,260742,Travel
T000718,smart gym gear unboxing,TikTok,317124,Home Decor
T000719,retro travel hacks check,Pinterest,494722,Fashion
T000720,viral tech gadgets tour,TikTok,343098,Office Supplies
T000721,budget skincare routine unboxing,YouTube,475676,Fashion
T000722,viral travel hacks check,Instagram,93043,Kitchen
T000723,luxury skincare routine essentials,TikTok,349503,Travel
T000724,top rated kitchen hacks unboxing,YouTube,142670,Beauty
T000725,aesthetic kitchen hacks unboxing,Instagram,260607,Home Decor
T000726,luxury desk setup guide,TikTok,405285,Beauty
T000727,sustainable gym gear unboxing,TikTok,23293,Kitchen
T000728,goth gaming setup unboxing,TikTok,314446,Electronics
T000729,smart tech gadgets check,TikTok,415622,Sports & Outdoors
T000730,top rated streetwear review,Instagram,286522,Office Supplies
