product_id,product_title,product_description,category,price_inr,description_length,clean_description,combined_text,top_trend_1,top_trend_2,top_trend_3,similarity_score_1,similarity_score_2,similarity_score_3,optimized_product_title
P000068,Minimalist Backpack 2026 Edition,A must-have for enthusiasts. Comes with an extended warranty. Don't miss out on this deal.,Electronics,75311.71,90,a musthave for enthusiasts comes with an extended warranty dont miss out on this deal,minimalist backpack 2026 edition a musthave for enthusiasts comes with an extended warranty dont miss out on this deal,No Strong Match,budget camping gear tour,budget camping gear tour,0.4214567542076111,0.4214567542076111,0.4214567542076111,Minimalist Backpack 2026 Edition
P000069,Premium Watch Classic,The perfect addition to your collection. Comes with an extended warranty. Available in multiple colors.,Beauty,71153.41,103,the perfect addition to your collection comes with an extended warranty available in multiple colors,premium watch classic the perfect addition to your collection comes with an extended warranty available in multiple colors,No Strong Match,luxury office essentials check,luxury office essentials check,0.32592034339904785,0.32592034339904785,0.32592034339904785,Premium Watch Classic
P000070,Ergonomic Bag Bundle,The perfect addition to your collection. Highly rated by our community. Available in multiple colors.,Office Supplies,43230.55,101,the perfect addition to your collection highly rated by our community available in multiple colors,ergonomic bag bundle the perfect addition to your collection highly rated by our community available in multiple colors,No Strong Match,aesthetic camping gear finds,aesthetic camping gear finds,0.4883807897567749,0.4883807897567749,0.4883807897567749,Ergonomic Bag Bundle
P000071,Premium Monitor Bundle,The perfect addition to your collection. Lightweight and easy to carry. Available in multiple colors.,Fashion,20393.93,101,the perfect addition to your collection lightweight and easy to carry available in multiple colors,premium monitor bundle the perfect addition to your collection lightweight and easy to carry available in multiple colors,No Strong Match,budget tech gadgets essentials,budget tech gadgets essentials,0.49928706884384155,0.49928706884384155,0.49928706884384155,Premium Monitor Bundle
P000072,Smart Speaker 2026 Edition,Upgrade your lifestyle with this. Features state-of-the-art materials. Satisfaction guaranteed.,Fashion,16702.92,95,upgrade your lifestyle with this features stateoftheart materials satisfaction guaranteed,smart speaker 2026 edition upgrade your lifestyle with this features stateoftheart materials satisfaction guaranteed,No Strong Match,smart tech gadgets tour,smart tech gadgets tour,0.46025246381759644,0.46025246381759644,0.46025246381759644,Smart Speaker 2026 Edition
P000073,Modern Keyboard Pro Max,Experience premium quality with our top-rated product. Lightweight and easy to carry. Don't miss out on this deal.,Electronics,79226.82,114,experience premium quality with our toprated product lightweight and easy to carry dont miss out on this deal,modern keyboard pro max experience premium quality with our toprated product lightweight and easy to carry dont miss out on this deal,No Strong Match,top rated gym gear essentials,top rated gym gear essentials,0.42613425850868225,0.42613425850868225,0.42613425850868225,Modern Keyboard Pro Max
P000074,Modern Blender Waterproof,Upgrade your lifestyle with this. Comes with an extended warranty. Perfect for gifting.,Fashion,17486.44,87,upgrade your lifestyle with this comes with an extended warranty perfect for gifting,modern blender waterproof upgrade your lifestyle with this comes with an extended warranty perfect for gifting,No Strong Match,trending kitchen hacks essentials,trending kitchen hacks essentials,0.32722678780555725,0.32722675800323486,0.32722675800323486,Modern Blender Waterproof
P000075,Eco-friendly Speaker with RGB,A must-have for enthusiasts. Comes with an extended warranty. Order now while supplies last!,Sports & Outdoors,67236.64,92,a musthave for enthusiasts comes with an extended warranty order now while supplies last,ecofriendly speaker with rgb a musthave for enthusiasts comes with an extended warranty order now while supplies last,No Strong Match,budget tech gadgets essentials,budget tech gadgets essentials,0.35983750224113464,0.35983750224113464,0.35983750224113464,Eco-friendly Speaker with RGB
P000076,Classic Lamp for Travel,The perfect addition to your collection. Highly rated by our community. Satisfaction guaranteed.,Fashion,31147.41,96,the perfect addition to your collection highly rated by our community satisfaction guaranteed,classic lamp for travel the perfect addition to your collection highly rated by our community satisfaction guaranteed,No Strong Match,luxury gift ideas tour,luxury gift ideas tour,0.4928668141365051,0.4928668141365051,0.4928668141365051,Classic Lamp for Travel
P000077,Minimalist Watch Bundle,A must-have for enthusiasts. Comes with an extended warranty. Satisfaction guaranteed.,Beauty,81820.57,86,a musthave for enthusiasts comes with an extended warranty satisfaction guaranteed,minimalist watch bundle a musthave for enthusiasts comes with an extended warranty satisfaction guaranteed,No Strong Match,luxury tech gadgets essentials,luxury tech gadgets essentials,0.421067476272583,0.421067476272583,0.421067476272583,Minimalist Watch Bundle
P000078,Sleek Jacket Pro Max,Upgrade your lifestyle with this. Highly rated by our community. Satisfaction guaranteed.,Beauty,31080.18,89,upgrade your lifestyle with this highly rated by our community satisfaction guaranteed,sleek jacket pro max upgrade your lifestyle with this highly rated by our community satisfaction guaranteed,No Strong Match,top rated streetwear check,top rated streetwear check,0.44218745827674866,0.44218745827674866,0.44218745827674866,Sleek Jacket Pro Max
P000079,Portable Backpack V2,Experience premium quality with our top-rated product. Highly rated by our community. Don't miss out on this deal.,Kitchen,29713.17,114,experience premium quality with our toprated product highly rated by our community dont miss out on this deal,portable backpack v2 experience premium quality with our toprated product highly rated by our community dont miss out on this deal,top rated camping gear review,top rated camping gear review,top rated camping gear review,0.5507757067680359,0.5507757067680359,0.5507757067680359,top rated camping gear review Inspired Portable Backpack V2
P000080,Minimalist Headphones V2,Experience premium quality with our top-rated product. Features state-of-the-art materials. Available in multiple colors.,Beauty,53209.64,121,experience premium quality with our toprated product features stateoftheart materials available in multiple colors,minimalist headphones v2 experience premium quality with our toprated product features stateoftheart materials available in multiple colors,No Strong Match,aesthetic tech gadgets review,aesthetic tech gadgets review,0.40691086649894714,0.40691086649894714,0.40691086649894714,Minimalist Headphones V2
P000081,Smart Desk 2026 Edition,Designed for everyday use. Highly rated by our community. Order now while supplies last!,Kitchen,79836.87,88,designed for everyday use highly rated by our community order now while supplies last,smart desk 2026 edition designed for everyday use highly rated by our community order now while supplies last,sustainable desk setup essentials,sustainable desk setup essentials,sustainable desk setup essentials,0.6508759260177612,0.6508759260177612,0.6508759260177612,sustainable desk setup essentials Inspired Smart Desk 2026 Edition
P000082,Pro Headphones Bundle,Designed for everyday use. Lightweight and easy to carry. Satisfaction guaranteed.,Beauty,81044.52,82,designed for everyday use lightweight and easy to carry satisfaction guaranteed,pro headphones bundle designed for everyday use lightweight and easy to carry satisfaction guaranteed,No Strong Match,smart streetwear essentials,smart streetwear essentials,0.4158608913421631,0.4158608913421631,0.4158608913421631,Pro Headphones Bundle
P000083,Portable Monitor V2,Upgrade your lifestyle with this. Features state-of-the-art materials. Order now while supplies last!,Sports & Outdoors,58939.96,101,upgrade your lifestyle with this features stateoftheart materials order now while supplies last,portable monitor v2 upgrade your lifestyle with this features stateoftheart materials order now while supplies last,No Strong Match,budget tech gadgets finds,budget tech gadgets finds,0.4305538833141327,0.4305538833141327,0.4305538833141327,Portable Monitor V2
P000084,Premium Watch Pro Max,A must-have for enthusiasts. Built to last and withstand daily wear. Don't miss out on this deal.,Travel,62835.15,97,a musthave for enthusiasts built to last and withstand daily wear dont miss out on this deal,premium watch pro max a musthave for enthusiasts built to last and withstand daily wear dont miss out on this deal,No Strong Match,top rated camping gear essentials,top rated camping gear essentials,0.431982159614563,0.431982159614563,0.431982159614563,Premium Watch Pro Max
P000085,Eco-friendly Sneakers Pro Max,A must-have for enthusiasts. Built to last and withstand daily wear. Order now while supplies last!,Kitchen,47124.08,99,a musthave for enthusiasts built to last and withstand daily wear order now while supplies last,ecofriendly sneakers pro max a musthave for enthusiasts built to last and withstand daily wear order now while supplies last,top rated streetwear essentials,top rated streetwear essentials,top rated streetwear essentials,0.5303269624710083,0.5303269624710083,0.5303269624710083,top rated streetwear essentials Inspired Eco-friendly Sneakers Pro Max
